Dem-06-4747-13552-Oto10	2004 	 1290.7257
Dem-06-4747-13552-Oto10	2005 	 1792.138
Dem-06-4747-13552-Oto10	2006 	 533.2347
Dem-06-4747-13552-Oto11	2001 	 370.9677
Dem-06-4747-13552-Oto11	2002 	 516.381
Dem-06-4747-13552-Oto11	2003 	 758.2361
Dem-06-4747-13552-Oto11	2004 	 774.3615
Dem-06-4747-13552-Oto11	2005 	 806.6129
Dem-06-4747-13552-Oto11	2006 	 322.9836
Dem-06-4747-13552-Oto12	2004 	 709.8607
Dem-06-4747-13552-Oto12	2005 	 354.8387
Dem-06-4747-13552-Oto12	2006 	 1000.13
Dem-06-4747-13552-Oto13	2004 	 1080.6451
Dem-06-4747-13552-Oto13	2005 	 613.7515
Dem-06-4747-13552-Oto13	2006 	 1018.1751
Dem-06-4747-13552-Oto15	2004 	 564.7465
Dem-06-4747-13552-Oto15	2005 	 565.437
Dem-06-4747-13552-Oto15	2006 	 436.677
Dem-06-4747-13552-Oto16	2003 	 1146.9772
Dem-06-4747-13552-Oto16	2004 	 905.527
Dem-06-4747-13552-Oto16	2005 	 727.4176
Dem-06-4747-13552-Oto16	2006 	 532.2581
Dem-06-4747-13552-Oto17	2003 	 483.871
Dem-06-4747-13552-Oto17	2004 	 596.9921
Dem-06-4747-13552-Oto17	2005 	 1048.5111
Dem-06-4747-13552-Oto17	2006 	 532.2581
Dem-06-4747-13552-Oto20	2004 	 1129.1474
Dem-06-4747-13552-Oto20	2005 	 1661.6035
Dem-06-4747-13552-Oto20	2006 	 1000.5201
Dem-06-4747-13552-Oto26	2001 	 370.9677
Dem-06-4747-13552-Oto26	2002 	 419.3548
Dem-06-4747-13552-Oto26	2003 	 919.4963
Dem-06-4747-13552-Oto26	2004 	 597.6454
Dem-06-4747-13552-Oto26	2005 	 1016.257
Dem-06-4747-13552-Oto26	2006 	 260.0728
Dem-06-4747-13552-Oto4	2002 	 1500.0867
Dem-06-4747-13552-Oto4	2003 	 741.9355
Dem-06-4747-13552-Oto4	2004 	 322.9836
Dem-06-4747-13552-Oto4	2005 	 403.5483
Dem-06-4747-13552-Oto4	2006 	 451.6129
Dem-06-4747-13552-Oto5	2002 	 1000.13
Dem-06-4747-13552-Oto5	2003 	 1162.2979
Dem-06-4747-13552-Oto5	2004 	 774.8653
Dem-06-4747-13552-Oto5	2005 	 661.487
Dem-06-4747-13552-Oto5	2006 	 435.7824
Dem-06-4747-13552-Oto7	2004 	 1338.8068
Dem-06-4747-13552-Oto7	2005 	 2145.4038
Dem-06-4747-13552-Oto7	2006 	 1146.1831
Dem-06-4747-13552-Oto8	2002 	 645.3629
Dem-06-4747-13552-Oto8	2003 	 1000.5201
Dem-06-4747-13552-Oto8	2004 	 1179.1856
Dem-06-4747-13552-Oto8	2005 	 451.9008
Dem-06-4747-13552-Oto8	2006 	 145.1613
Dem-06-4747-13552-Oto9	2002 	 1032.258
Dem-06-4747-13552-Oto9	2003 	 1258.9947
Dem-06-4747-13552-Oto9	2004 	 646.9733
Dem-06-4747-13552-Oto9	2005 	 387.0968
Dem-06-4747-13552-Oto9	2006 	 194.2193
Dem-07-5918-16435-Oto1	2001 	 1161.2903
Dem-07-5918-16435-Oto1	2002 	 225.8064
Dem-07-5918-16435-Oto1	2003 	 483.871
Dem-07-5918-16435-Oto1	2004 	 661.2903
Dem-07-5918-16435-Oto1	2005 	 451.6129
Dem-07-5918-16435-Oto1	2006 	 338.7097
Dem-07-5918-16435-Oto1	2007 	 338.7097
Dem-07-5918-16435-Oto10	2002 	 613.1154
Dem-07-5918-16435-Oto10	2003 	 1226.2308
Dem-07-5918-16435-Oto10	2004 	 532.2581
Dem-07-5918-16435-Oto10	2005 	 468.0199
Dem-07-5918-16435-Oto10	2006 	 677.6113
Dem-07-5918-16435-Oto10	2007 	 354.8387
Dem-07-5918-16435-Oto11	2001 	 596.7742
Dem-07-5918-16435-Oto11	2002 	 1032.258
Dem-07-5918-16435-Oto11	2003 	 564.5161
Dem-07-5918-16435-Oto11	2004 	 484.1397
Dem-07-5918-16435-Oto11	2005 	 322.5806
Dem-07-5918-16435-Oto11	2006 	 419.3548
Dem-07-5918-16435-Oto11	2007 	 290.3226
Dem-07-5918-16435-Oto12	2002 	 1129.1474
Dem-07-5918-16435-Oto12	2003 	 935.6229
Dem-07-5918-16435-Oto12	2004 	 629.8588
Dem-07-5918-16435-Oto12	2005 	 709.8607
Dem-07-5918-16435-Oto12	2006 	 420.5937
Dem-07-5918-16435-Oto12	2007 	 209.6774
Dem-07-5918-16435-Oto13	2000 	 854.9908
Dem-07-5918-16435-Oto13	2001 	 1032.258
Dem-07-5918-16435-Oto13	2002 	 1161.4023
Dem-07-5918-16435-Oto13	2003 	 1016.129
Dem-07-5918-16435-Oto13	2004 	 677.4193
Dem-07-5918-16435-Oto13	2005 	 371.3182
Dem-07-5918-16435-Oto13	2006 	 483.871
Dem-07-5918-16435-Oto13	2007 	 274.1935
Dem-07-5918-16435-Oto14	2004 	 1112.9032
Dem-07-5918-16435-Oto14	2005 	 1354.8387
Dem-07-5918-16435-Oto14	2006 	 1193.6573
Dem-07-5918-16435-Oto14	2007 	 854.8387
Dem-07-5918-16435-Oto15	2004 	 806.6129
Dem-07-5918-16435-Oto15	2005 	 1161.7382
Dem-07-5918-16435-Oto15	2006 	 887.0968
Dem-07-5918-16435-Oto15	2007 	 725.8064
Dem-07-5918-16435-Oto16	2001 	 645.1613
Dem-07-5918-16435-Oto16	2002 	 741.9355
Dem-07-5918-16435-Oto16	2003 	 241.9355
Dem-07-5918-16435-Oto16	2004 	 371.3182
Dem-07-5918-16435-Oto16	2005 	 709.6774
Dem-07-5918-16435-Oto16	2006 	 693.5484
Dem-07-5918-16435-Oto16	2007 	 354.8387
Dem-07-5918-16435-Oto18	2002 	 1403.2258
Dem-07-5918-16435-Oto18	2003 	 1000.13
Dem-07-5918-16435-Oto18	2004 	 564.7465
Dem-07-5918-16435-Oto18	2005 	 725.9856
Dem-07-5918-16435-Oto18	2006 	 823.2129
Dem-07-5918-16435-Oto18	2007 	 274.6675
Dem-07-5918-16435-Oto20	2003 	 1241.9355
Dem-07-5918-16435-Oto20	2004 	 903.2258
Dem-07-5918-16435-Oto20	2005 	 903.3698
Dem-07-5918-16435-Oto20	2006 	 580.6452
Dem-07-5918-16435-Oto20	2007 	 274.1935
Dem-07-5918-16435-Oto3	2002 	 1209.6774
Dem-07-5918-16435-Oto3	2003 	 532.2581
Dem-07-5918-16435-Oto3	2004 	 451.6129
Dem-07-5918-16435-Oto3	2005 	 451.9008
Dem-07-5918-16435-Oto3	2006 	 629.0322
Dem-07-5918-16435-Oto3	2007 	 306.4516
Dem-07-5918-16435-Oto4	2001 	 596.9921
Dem-07-5918-16435-Oto4	2002 	 741.9355
Dem-07-5918-16435-Oto4	2003 	 435.4839
Dem-07-5918-16435-Oto4	2004 	 741.9355
Dem-07-5918-16435-Oto4	2005 	 322.5806
Dem-07-5918-16435-Oto4	2006 	 242.4725
Dem-07-5918-16435-Oto4	2007 	 435.4839
Dem-07-5918-16435-Oto7	2004 	 984.3996
Dem-07-5918-16435-Oto7	2005 	 1952.679
Dem-07-5918-16435-Oto7	2006 	 1355.7025
Dem-07-5918-16435-Oto7	2007 	 758.7505
Dem-07-5918-16435-Oto8	2003 	 1064.6383
Dem-07-5918-16435-Oto8	2004 	 774.8653
Dem-07-5918-16435-Oto8	2005 	 645.3629
Dem-07-5918-16435-Oto8	2006 	 725.8064
Dem-07-5918-16435-Oto8	2007 	 532.2581
Dem-07-5918-16435-Oto9	2002 	 855.4471
Dem-07-5918-16435-Oto9	2003 	 1274.6018
Dem-07-5918-16435-Oto9	2004 	 790.9806
Dem-07-5918-16435-Oto9	2005 	 371.3182
Dem-07-5918-16435-Oto9	2006 	 210.2968
Dem-07-5918-16435-Oto9	2007 	 209.6774
Dem-08-6978-20058-Oto1	2005 	 983.871
Dem-08-6978-20058-Oto1	2006 	 1000.13
Dem-08-6978-20058-Oto1	2007 	 596.9921
Dem-08-6978-20058-Oto1	2008 	 629.239
Dem-08-6978-20058-Oto11	2006 	 580.6452
Dem-08-6978-20058-Oto11	2007 	 2193.5484
Dem-08-6978-20058-Oto11	2008 	 451.6129
Dem-08-6978-20058-Oto12	2005 	 967.8763
Dem-08-6978-20058-Oto12	2006 	 887.0968
Dem-08-6978-20058-Oto12	2007 	 741.9355
Dem-08-6978-20058-Oto12	2008 	 758.7505
Dem-08-6978-20058-Oto13	2006 	 1226.7611
Dem-08-6978-20058-Oto13	2007 	 1290.7257
Dem-08-6978-20058-Oto13	2008 	 1161.4023
Dem-08-6978-20058-Oto14	2005 	 1177.5298
Dem-08-6978-20058-Oto14	2006 	 564.5161
Dem-08-6978-20058-Oto14	2007 	 1081.7279
Dem-08-6978-20058-Oto14	2008 	 790.4871
Dem-08-6978-20058-Oto16	2005 	 1371.3472
Dem-08-6978-20058-Oto16	2006 	 709.6774
Dem-08-6978-20058-Oto16	2007 	 1064.6383
Dem-08-6978-20058-Oto16	2008 	 854.9908
Dem-08-6978-20058-Oto2	2006 	 693.5484
Dem-08-6978-20058-Oto2	2007 	 1532.5976
Dem-08-6978-20058-Oto2	2008 	 662.0766
Dem-08-6978-20058-Oto3	2001 	 580.8691
Dem-08-6978-20058-Oto3	2002 	 661.2903
Dem-08-6978-20058-Oto3	2003 	 758.7505
Dem-08-6978-20058-Oto3	2004 	 419.3548
Dem-08-6978-20058-Oto3	2005 	 435.4839
